,start_time,end_time,runtime,memory,channel_in,channel_out
0,1.6415967550496374e+18,1.6415967696951567e+18,1760617441.0,65337428.0,0.0,928.0
1,1.641596769695285e+18,1.6415967700128558e+18,317570877.0,65337428.0,312.0,0.0
2,1.64159677001306e+18,1.6415967700165522e+18,3491947.0,65337428.0,0.0,0.0
3,1.641596770016733e+18,1.6415967701403763e+18,123643307.0,65337428.0,0.0,311.0
4,1.6415967701405e+18,1.641596770422395e+18,281895061.0,65337428.0,311.0,0.0
5,1.641596770422601e+18,1.641596770425555e+18,2953984.0,65337428.0,0.0,0.0
6,1.6415967704257096e+18,1.6415967705452027e+18,119493036.0,65337428.0,0.0,312.0
7,1.64159677054537e+18,1.6415967708586893e+18,313319162.0,65337428.0,312.0,0.0
8,1.641596770858992e+18,1.6415967708670932e+18,8101143.0,65337428.0,0.0,0.0
9,1.6415967708672492e+18,1.6415967710035446e+18,136295207.0,65337428.0,0.0,312.0
10,1.6415967710036588e+18,1.6415967713149148e+18,311255854.0,65337428.0,312.0,0.0
11,1.641596771315122e+18,1.6415967713199432e+18,4821261.0,65337428.0,0.0,0.0
12,1.6415967713201075e+18,1.641596771559782e+18,239674290.0,65337428.0,0.0,312.0
13,1.6415967715599206e+18,1.6415967720348316e+18,474910845.0,65337428.0,312.0,0.0
14,1.6415967720350472e+18,1.6415967722146662e+18,179618889.0,65337428.0,0.0,312.0
15,1.6415967722147863e+18,1.641596772634685e+18,419898446.0,65337428.0,312.0,0.0
16,1.6415967726348913e+18,1.641596772639721e+18,4829666.0,65337428.0,0.0,0.0
17,1.6415967726399475e+18,1.6415967728138348e+18,173887092.0,65337428.0,0.0,312.0
18,1.6415967728139986e+18,1.641596773137338e+18,323339585.0,65337428.0,312.0,0.0
19,1.6415967731375462e+18,1.6415967731426593e+18,5113095.0,65337428.0,0.0,0.0
20,1.64159677314288e+18,1.6415967733038423e+18,160961942.0,65337428.0,0.0,312.0
21,1.6415967733039258e+18,1.6415967736255393e+18,321613548.0,65337428.0,312.0,0.0
22,1.6415967736258852e+18,1.641596773635227e+18,9341638.0,65337428.0,0.0,0.0
23,1.6415967736354025e+18,1.6415967737856223e+18,150219833.0,65337428.0,0.0,312.0
24,1.6415967737857236e+18,1.6415967741722765e+18,386552635.0,65337428.0,312.0,0.0
25,1.6415967741725432e+18,1.6415967741788833e+18,6339954.0,65337428.0,0.0,0.0
26,1.6415967741791718e+18,1.641596774343767e+18,164595381.0,65337428.0,0.0,312.0
27,1.6415967743439447e+18,1.6415967746730422e+18,329097541.0,65337428.0,312.0,0.0
28,1.641596774673271e+18,1.64159677467926e+18,5988401.0,65337428.0,0.0,0.0
29,1.64159677467947e+18,1.6415967748353856e+18,155915821.0,65337428.0,0.0,313.0
30,1.6415967748355057e+18,1.64159677517068e+18,335174165.0,65337428.0,313.0,0.0
31,1.6415967751709e+18,1.64159677517591e+18,5010112.0,65337428.0,0.0,0.0
32,1.641596775176118e+18,1.6415967753903695e+18,214251532.0,65337428.0,0.0,313.0
33,1.6415967753905178e+18,1.6415967757539236e+18,363405967.0,65337428.0,313.0,0.0
34,1.6415967757542075e+18,1.6415967757600922e+18,5884700.0,65337428.0,0.0,0.0
35,1.6415967757603448e+18,1.6415967758961848e+18,135840140.0,65337428.0,0.0,313.0
36,1.6415967758963174e+18,1.6415967762203026e+18,323985194.0,65337428.0,313.0,0.0
37,1.6415967762205212e+18,1.64159677623095e+18,10429038.0,65337428.0,0.0,0.0
38,1.6415967762311706e+18,1.641596776357846e+18,126675437.0,65337428.0,0.0,312.0
39,1.641596776357934e+18,1.641596776711494e+18,353559789.0,65337428.0,312.0,0.0
40,1.6415967767117256e+18,1.641596776715291e+18,3565317.0,65337428.0,0.0,0.0
41,1.6415967767154796e+18,1.6415967768601756e+18,144696221.0,65337428.0,0.0,313.0
42,1.6415967768603046e+18,1.6415967771786624e+18,318357974.0,65337428.0,313.0,0.0
43,1.6415967771789356e+18,1.6415967771824753e+18,3539727.0,65337428.0,0.0,0.0
44,1.6415967771826926e+18,1.6415967773565972e+18,173904707.0,65337428.0,0.0,313.0
45,1.6415967773567183e+18,1.6415967777867668e+18,430048690.0,65337428.0,313.0,0.0
